reviews,appVersion,at,label
favor llave fallando actualice aplicacion,3.1.0,2023-06-30 20:05:10,Negativo
paso aplicacion no carga llave pesima pongo clave aparece fallo no entra pesima pesima,3.1.0,2023-06-30 20:06:48,Negativo
asco,3.1.0,2023-06-30 21:14:07,Negativo
no abre aplicacion,3.1.0,2023-07-01 20:34:59,Negativo
no puedo entrar llave sale error debe gran molestia no puedo realizar compras,3.1.0,2023-07-01 19:09:00,Negativo
siempre inconvenientes ojala mejoren cada actualizacion peor favor traten arreglar erroresdependemos app gracias,3.1.0,2023-07-01 20:38:43,Negativo
llave lento,3.1.0,2023-07-02 14:04:33,Negativo
porqueria app ultimamente no abre internetmodo wifi si abresale verifica conexion internet ilogico porqueria total,3.1.0,2023-07-02 14:53:00,Negativo
no puedo acceder aplicacion,3.1.0,2023-07-02 17:36:30,Negativo
no abre aplicacion,3.1.0,2023-07-01 21:43:10,Negativo
pesimo app problemas,3.1.0,2023-07-01 21:43:10,Negativo
total fracaso despues actualizacion ahora no puedo entrar aplicacion pocas palabras inservible enojado atencion recibida enojada atencion recibida frustradono puedo avanzar aplicacion,3.1.0,2023-07-01 21:42:57,Negativo
crear cuenta escanear dni inservible,3.1.0,2023-07-02 12:31:16,Negativo
sale acceso denegado cada entro app dia ayer favor solucionen,3.1.0,2023-07-02 17:57:47,Negativo
pesimo,3.1.0,2023-07-01 21:42:07,Negativo
x no puedo abrir,3.1.0,2023-07-02 20:02:35,Negativo
mes comenzado tener problema abrir aplicacion llave siempre sale error revisa conexion internet bien no seguro usar aplicacion,3.1.0,2023-07-01 21:42:02,Negativo
asco aplicacion ultima actualizacion no puedo ingresar demora monton,3.1.0,2023-07-01 21:41:28,Negativo
no entiendo llave no muestra opcion recargar favor pueden arreglarlo,3.1.0,2023-07-03 01:01:45,Negativo
pesimo servicio aplicacion asesoria via whatsapp no dan solucion si quieres hablar asesor demoran poner dan asesor asi entra sale,3.1.0,2023-07-01 21:39:58,Negativo
desinstala vuelvo instalar no abre sale equipos privilegios administrador no puede utilizar medida seguridad asi sale favor alguien sabe agradezco,3.1.0,2023-07-02 18:39:10,Negativo
no puedo ingresar app,3.1.0,2023-07-01 21:39:34,Negativo
pesimo app x no puedo entrar,3.1.0,2023-07-02 11:54:54,Negativo
problema nueva actualizacion no puedo ingresar sale aviso acceso denegado favor alguien solucion,3.1.0,2023-07-02 08:16:44,Negativo
pesimo pesimo actualizaciones estan mas fregando ala aplicacion,3.1.0,2023-07-01 21:53:24,Negativo
ahorita problemas llave resulta manda cierra carpeta ocurrio error necesito utilizarlo no idea paso,3.1.0,2023-07-01 21:52:27,Negativo
despues error pasando no ni decir f dinero,3.1.0,2023-07-01 23:34:53,Negativo
llave sigue fallando no puedo ingresar cuenta pongo correo normal pongo clave sale cuenta no activa pongo numero sale ocurrio inconveniente intentalo minutos,3.1.0,2023-07-01 23:59:49,Negativo
lamentablementeincomodo dia mas uso aplicacion estan arreglos ahora no puedo hacer,3.1.0,2023-07-02 00:16:30,Negativo
pesima aplicacion antes podia entrar cuenta ahora no puedo ni puedo crea cuenta pesima aplicacion,3.1.0,2023-07-02 01:07:42,Negativo
hola varias veces ultimamente demora abrir llave ahora no puedo hacer indica cierre aplicacion disculpe molestias favor necesito solucion explicacion inconvenientes,3.1.0,2023-07-01 21:43:13,Negativo
pasa aplicacion no abre desinstale volvi instalarlo no abre reinicie telefono aun asi,3.1.0,2023-07-01 21:50:55,Negativo
fallando no puedo depositar,3.1.0,2023-07-01 21:47:43,Negativo
espero puedan arreglar pronto,3.1.0,2023-07-02 02:57:07,Negativo
tratando crearme cuenta desastre supone aplicacion deberia funcionar bien no quiero manden lugar hacer reclamo quiero mejora app,3.1.0,2023-07-02 03:23:26,Negativo
no puedo abrir llave,3.1.0,2023-07-01 21:46:32,Negativo
no quiere abrir llave,3.1.0,2023-07-01 21:43:49,Negativo
primero oh malo sale ahora vez,3.1.0,2023-07-02 03:41:46,Negativo
no puedo ingresar llave sale salio mal pide cerrar volver intentar reinicie celular,3.1.0,2023-07-01 21:50:44,Negativo
no carga llave,3.1.0,2023-07-01 21:55:18,Negativo
porqueria cada vez va cayendo llave no recomendable,3.1.0,2023-07-01 21:39:32,Negativo
no habre llave pesimo,3.1.0,2023-07-01 21:38:41,Negativo
malo,3.1.0,2023-07-04 00:59:51,Negativo
mala experiencia acaparrado cae sistema,3.1.0,2023-07-01 21:28:09,Negativo
recientementeproblemas cargar llave hacer pago demora eternidad no puedo ingresar aplicativo menciona validar datos,3.1.0,2023-07-04 01:13:10,Negativo
pesimo actualizo app no timbre llave horrible aplicacion encima demora cargar actualizan si va peor pesimo,3.1.0,2023-07-04 01:20:38,Negativo
app no deja mapear escaneando qr demora demasiado pagar usando datos moviles,3.1.0,2023-07-01 21:23:59,Negativo
pesimo app quiero ingresar numero debo mapear demora reconocer numeros insertados luego no reconoce usuario lento luluqui lento pesimo servicio,3.1.0,2023-07-04 04:17:10,Negativo
aplicacion cada vez mas peor demora cargar cl ahora no puedo retirar dinero,3.1.0,2023-07-01 21:32:05,Negativo
no suena notificacion llave samsung triste esperanzado,3.1.0,2023-07-04 04:21:07,Negativo
no no puedo entrar llave semana pasada normal entraba ahora sale ups ocurrio error alguna posible solucion favor,3.1.0,2023-07-01 21:22:42,Negativo
antes actualizacion llave funcionaba demasiado bien ahora app demora abrir espero varios minutos poder empezar usar aplicacion no obtengo resultados,3.1.0,2023-07-04 06:50:54,Negativo
siempre sido util aplicativo llave antes salvaba prestamos 150 200 solesahora no da opcion pide monto minimo si si 700 soles verdad extraña version antigua triste descontento,3.1.0,2023-07-04 11:51:03,Negativo
bienveces no funciona aplicacion decepcionado triste,3.1.0,2023-07-01 21:22:36,Negativo
paso app no puede abrir,3.1.0,2023-07-01 21:22:00,Negativo
basura,3.1.0,2023-07-01 21:21:33,Negativo
porqueria aplicacion,3.1.0,2023-07-01 21:23:00,Negativo
cada vez peor no puede ingresar aplicacion,3.1.0,2023-07-01 21:39:03,Negativo
ultimas actualizacion ultimas semanas notado fallando loguearme demora cargar estres hacer actualizaciones empeoran experiencia usuario,3.1.0,2023-07-04 00:58:34,Negativo
actualizacion peor demora demasiado,3.1.0,2023-07-04 00:36:06,Negativo
antes podia mapear sin necesidad wifi datos ahora doy sorpresa no funciona sin mencionado puso apuros varias veces habra sido persona propuso cambios perjudicar usuarios alguien sabe si plan puede usar sin necesidad datos,3.1.0,2023-07-03 01:02:11,Negativo
no deja entrar aplicacion indica salio mal favor si pueden arreglar situacion,3.1.0,2023-07-01 21:37:24,Negativo
quema dice acceso denegado no puedo abrirlo,3.1.0,2023-07-03 03:53:19,Negativo
pesimo constantemente deje funcionar app mientras competencia plan no causa problemas usuarios,3.1.0,2023-07-03 06:09:21,Negativo
excelenteahora no activa llave,3.1.0,2023-07-03 12:07:21,Negativo
hace 3 dias no puedo ingresar llave dice estan inconveniente tontera no puedo hacer,3.1.0,2023-07-03 13:02:43,Negativo
desastre total no puedo mapear sin datos teclado marcar clave ahora numerada secuencialmente hace mas facil puedan ver clave no puedo escanear qr inmediatamente cierra app soluciones favor triste descontento,3.1.0,2023-07-04 00:49:00,Negativo
deja actualice aplicacion ultimo problema fin mes no puedo recibir notificacion llego llave no llegue sonido podria hacer actualizarlo llegue nuevamente sonido notificacion,3.1.0,2023-07-03 13:52:47,Negativo
ultima actualizacion pesima solo sale ocurrio error no puedo ingresar favor solucion antes posible aceptable,3.1.0,2023-07-01 21:35:49,Negativo
no habre llave puedo hacer ayudame,3.1.0,2023-07-01 21:34:20,Negativo
favor cambien ultima actualizacion hicieron terrible numeros poner clave ingreso no salen aleatorio luego cuadro escaneo pequeño varias veces pasado no quiere escanear codigos qr pone apuros veces,3.1.0,2023-07-03 14:03:07,Negativo
no permite entrar llave solo sale ups salio mal,3.1.0,2023-07-01 21:32:20,Negativo
ultima actualizacion descontado dinero varios usuarios nadie sabe,3.1.0,2023-07-03 20:45:57,Negativo
lastimosamenteno puedo usar llave sale mensaje acceso denegado celular recibio privilegios administrador no app bcp si puedo usar llave no puedo favor deshagan,3.1.0,2023-07-03 21:34:13,Negativo
peor cada actualizacion,3.1.0,2023-07-01 21:36:22,Negativo
puesto malo ultima actualizacion,3.1.0,2023-07-01 21:56:38,Negativo
servia hace no puedo entrar app sin salte problema tecnico simplemente no deje ingresar quisiera saber error,3.1.0,2023-07-01 21:58:01,Negativo
paso no puede entrar app usamos aplicacion solo contamos llave dni pagan sueldo traves aplicacion no puedo disponer dinero,3.1.0,2023-07-01 21:58:10,Negativo
mala ultima actualizacion desastre,3.1.0,2023-07-01 22:20:05,Negativo
fallando,3.1.0,2023-07-01 22:15:51,Negativo
malo app no deja entrar demora sale error pesar internet no puedo entrar aplicacion sale error cierra aplicacion ago sale error,3.1.0,2023-07-01 22:15:00,Negativo
app no antes resulta incomodo util no plan telefonico parecia idea fantastica monedero virtual iba funcionando maravillaactualizacion da ganas desinstalarlo,3.1.0,2023-07-01 22:13:26,Negativo
no puedo entrar llave demora x mas acabo actualizar,3.1.0,2023-07-01 22:12:29,Negativo
acabo ingresar aplicacion no permite acceso denegado cayo sistema,3.1.0,2023-07-01 22:34:08,Negativo
no puedo actualizar llave intente baros veces pesimo enojado frustrado enojado frustrado,3.1.0,2023-07-01 22:33:58,Negativo
ultima actualizacion llave vuelto desastre aplicacion causa sarcasmo,3.1.0,2023-07-01 22:11:39,Negativo
01072023 ultima actualizacion llave tacho practicamente medio dia sin poder mapear multiples errores cada dia peor,3.1.0,2023-07-01 22:09:02,Negativo
no abre aplicacion,3.1.0,2023-07-01 22:09:00,Negativo
problemas conexionpues den solucion,3.1.0,2023-07-01 22:08:06,Negativo
ultima actualizacion va mal demora cargar opinion neutra aplicacion llave,3.1.0,2023-07-01 22:36:01,Negativo
utilay fallas aplicacion bueno si no satisfecho x app ay momento falla aveces quiero mapear app no responde,3.1.0,2023-07-01 22:38:30,Negativo
hoy mañana actualice app no entro mas sale error intentalo mas tarde lleva asi toda mañana,3.1.0,2023-07-01 22:39:07,Negativo
malo paso aplicacion no puede abrir,3.1.0,2023-07-01 22:10:53,Negativo
problema aplicacion salio unas letras dice errores aplicacion no puedo entrar,3.1.0,2023-07-01 22:07:47,Negativo
01072023 llave problemas no puede ingresar,3.1.0,2023-07-01 22:20:37,Negativo
asta hora arreglara causa estres no poder entrar,3.1.0,2023-07-01 22:22:09,Negativo
paso acabo actualizar no puedo acceder pasando,3.1.0,2023-07-01 22:28:22,Negativo
no puedo entrar,3.1.0,2023-07-01 22:30:52,Negativo
ve no abre llave,3.1.0,2023-07-01 22:27:21,Negativo
demora demasiado abrir,3.1.0,2023-07-01 22:30:53,Negativo
no malsiento podria mejor verificacion pago error bloquea fastidio,3.1.0,2023-07-01 22:31:08,Negativo
no funciona llave ahora mismo hagan caido llave no puedo ingresar ala aplicacion enojado atencion recibida enojada atencion recibida,3.1.0,2023-07-01 22:27:10,Negativo
tontera aplicacion nueva actualizacion innecesario solo fregado ahora sale no puedo ingresar aplicacion vuelva intentar nuevo hecho 30 mil veces sigue saliendo misma cosa arreglen problema si posible pondria 0 estrellas pesimo servicio,3.1.0,2023-07-01 22:20:50,Negativo
aparece ups anda mal,3.1.0,2023-07-01 22:32:18,Negativo
mala,3.1.0,2023-07-01 22:33:45,Negativo
no puedo entrar llave ayuda,3.1.0,2023-07-01 22:24:27,Negativo
no sabes momento deja funcionar mas necesito solo dice ups ocurrio problema cierra app nunca arreglan,3.1.0,2023-07-01 20:36:19,Negativo
posible no cargue aplicacion supuestamente estan mismo banco respalda asi congela muchisimo,3.1.0,2023-07-01 22:23:16,Negativo
no responde,3.1.0,2023-07-01 22:22:59,Negativo
no abre llave podrian ayuda rondar solucion carga logo llave despues buen rato sale ocurrio error no entra,3.1.0,2023-07-01 22:22:10,Negativo
mala app falla antes funcionaba sin internet ahora no,3.1.0,2023-07-01 22:26:44,Negativo
pesimo servicio,3.1.0,2023-07-01 22:40:11,Negativo
no puede usar app,3.1.0,2023-07-01 22:40:30,Negativo
sale error no puedo ingresar,3.1.0,2023-07-01 22:06:53,Negativo
no habre llave paso requiere mas trabajo . descontento no impresionado causa sarcasmo confundido incierto indiferente no seguro,3.1.0,2023-07-01 22:01:44,Negativo
basura actualizacion no gusta,3.1.0,2023-07-01 22:01:42,Negativo
malisimo hoy cayo llave horrible pesima app billetera digital malditossssss,3.1.0,2023-07-01 23:11:15,Negativo
no puedo ingresar ami cuenta registre dni,3.1.0,2023-07-01 23:13:18,Negativo
no carga llave ayuda,3.1.0,2023-07-01 22:00:50,Negativo
demora cargar antes mejor ahora si quedo sin internet no puedo recargar telefono volver tener internet,3.1.0,2023-07-01 23:13:58,Negativo
cada actualizacion peor,3.1.0,2023-07-01 23:10:36,Negativo
hoy cayo definitiva ultima actualizacion usar conexion wifi internet celular estresante,3.1.0,2023-07-01 23:15:39,Negativo
no puedo entrar llave ingreso correo ingreso numero celular maaalllestoy enojado atencion recibida,3.1.0,2023-07-01 23:29:24,Negativo
horrible no puede utilizar arreglenlo favor,3.1.0,2023-07-01 23:30:41,Negativo
falla muchas veces llave mod varias veces deja botado pesimo deberian mejorar,3.1.0,2023-07-01 22:00:29,Negativo
continua falla debe darse prisa fin semana mundo apea,3.1.0,2023-07-01 23:32:04,Negativo
dias falla mal peor,3.1.0,2023-07-01 21:59:48,Negativo
no ocurre mas 2 horas no puedo ingresar llave,3.1.0,2023-07-01 23:34:12,Negativo
ahora cae cada vez mas seguido,3.1.0,2023-07-01 23:26:18,Negativo
cierra sesion cada rato no permite ingresar app,3.1.0,2023-07-01 23:08:43,Negativo
fallando total dicen asesor comunicara contigo minutos nadaoslo salen mensajes grabados casi ayudame mapeado no puedo sacaren emergencia no pasa nadando confianza cualquier momento falla,3.1.0,2023-07-01 22:01:49,Negativo
no puedo utilizar llave telefono lg km decepcionado triste neutral indiferente ayudaaaaaaa,3.1.0,2023-07-01 23:07:07,Negativo
pesima actualizacion demora monton,3.1.0,2023-07-01 22:05:01,Negativo
malisimo aplicacion dese actualizo lento cargar veces no sierra reiniciar actualizado moderno realmente perjudica transacciones,3.1.0,2023-07-01 22:02:53,Negativo
llega pincho llave no habre no sirve hoy 1 julio,3.1.0,2023-07-01 22:02:29,Negativo
cosa no deja entrar hace dias quisiera comunicarme empresa saber,3.1.0,2023-07-01 22:41:16,Negativo
pesima,3.1.0,2023-07-01 22:41:30,Negativo
pesimo llave saliendo mensaje inconvenientes no puedo hacer ninguna visualizacion,3.1.0,2023-07-01 22:42:43,Negativo
pesimo servicio enojado atencion recibida 1 0723,3.1.0,2023-07-01 22:45:41,Negativo
siempre falla solo dice inconvenientes,3.1.0,2023-07-01 22:54:27,Negativo
actualizacion falla llave pesimo,3.1.0,2023-07-01 22:55:29,Negativo
constantes inconvenientes actualizo plan,3.1.0,2023-07-01 22:56:46,Negativo
buena apptraten arreglar problemas actualmente ahora mismo no deja entrar llave diciendo ups ocurrido inconveniente trabajando favor arreglen problema no quiero perder dinero,3.1.0,2023-07-01 22:59:05,Negativo
zzzzzzzz porqueria aplicacion,3.1.0,2023-07-01 22:02:05,Negativo
llave deberiamos utilizar sin datos wifi sin saldo no puede utilizar desilusionado situacion,3.1.0,2023-07-01 22:59:27,Negativo
cuelga no capta señal veces,3.1.0,2023-07-01 23:01:49,Negativo
no puedo creer pasando acabo actualizar no dejaba ingresar colmo ahora dice cuenta inactiva,3.1.0,2023-07-01 23:02:09,Negativo
cero estrellas deberia tener app no segura robaron dinero tenia ahora 000 soles app deberia dar baja vez,3.1.0,2023-07-04 13:31:00,Negativo
no puedo entrar,3.1.0,2023-07-01 21:19:45,Negativo
pasa ayapel no sirve cierra sola aplicacion pesima ni siquiera estrella merece cero estrellas,3.1.0,2023-07-01 23:34:32,Negativo
desastre aplicacionmejoren empresa perjudica,3.1.0,2023-07-01 21:19:43,Negativo
pesima,3.1.0,2023-07-01 20:41:28,Negativo
porqueria justo necesitas no funciona,3.1.0,2023-07-01 21:11:08,Negativo
hoy cayo app no puedo utilizar dinero tonteria deberian hacerlo horas,3.1.0,2023-07-01 20:41:44,Negativo
lamentable ahora nadie banco preocupen dar solucion señores pasa,3.1.0,2023-07-01 21:10:29,Negativo
deficiente ahora no puedo abrir llave hace mas complicado antes menos enviaba bien llaves ahora ni abrir aplicacion puede sale error soluciones pronto,3.1.0,2023-07-04 14:16:50,Negativo
no puedo entrar llave sale ups salio mal,3.1.0,2023-07-01 20:42:06,Negativo
serio primero quitan opcion poder mapear sin datos ahora necesito app conectada wifi dice error vuelva intentar reinicie celular verifique conexion aun asi,3.1.0,2023-07-04 14:19:38,Negativo
aplicacion llave pesimo servicio,3.1.0,2023-07-04 14:21:55,Negativo
jose pasa sale ups problema mal necesita inmediato negocio,3.1.0,2023-07-04 14:22:27,Negativo
no habre aplicacion hace 2 dias elimine volvi descargar sigue diciendo error,3.1.0,2023-07-04 14:23:35,Negativo
no responde,3.1.0,2023-07-01 21:09:14,Negativo
no puedo entrar cuenta,3.1.0,2023-07-01 21:09:01,Negativo
creo sufri estafa parte empresa abone ami cuenta nunca mas pude entrar,3.1.0,2023-07-04 14:50:41,Negativo
100 pre mismo problema no soluciones cuelga demasiado,3.1.0,2023-07-04 14:24:10,Negativo
no paso llave no deja entrar app,3.1.0,2023-07-01 21:08:22,Negativo
ultimamente siempre sale error demora volver funcionar,3.1.0,2023-07-04 14:24:41,Negativo
nuevo mal no puede abrir sigue mismo problema no puede retirar,3.1.0,2023-07-04 14:25:47,Negativo
acabo descargar dice ups salio mal,3.1.0,2023-07-04 14:25:54,Negativo
lastimo sosamente no puedo entrar aplicacion no salva apuros,3.1.0,2023-07-01 21:08:10,Negativo
colgando no habre aplicacion,3.1.0,2023-07-04 14:26:28,Negativo
no puedo abrir aplicacion,3.1.0,2023-07-01 21:07:04,Negativo
pesimo,3.1.0,2023-07-01 21:11:16,Negativo
malisima aplicacionmuchas veces no habre apple,3.1.0,2023-07-04 14:12:11,Negativo
siempre sale error llave arreglen favor,3.1.0,2023-07-04 14:11:41,Negativo
bug cada dos dias no entra perdida sistema salio mal mantenimientopfff banco dan ganas cambiarse mientras mas dinero peor administracion,3.1.0,2023-07-04 14:10:49,Negativo
hoy mañana aparecio error aplicacion dice cierra aplicacion vuelva intentarlo espere desinstale app volvi instalar sigue igual,3.1.0,2023-07-01 21:16:47,Negativo
pesima app,3.1.0,2023-07-01 20:38:54,Negativo
no puedo ingresar llave informan no internet no cierto,3.1.0,2023-07-01 21:13:50,Negativo
antes podias utilizar aplicacion sin necesitar datos wifi ahora obligatorio contar internet pesimo servicio,3.1.0,2023-07-01 21:13:45,Negativo
porqueria app no permite ingresar llave perdido muchas ventas culpa ustedes,3.1.0,2023-07-04 13:59:57,Negativo
no puedo ingresar llave desinstale volvi instalar no puede ingresar,3.1.0,2023-07-01 20:38:58,Negativo
hola no pasa hoyno ingreso llave nadie problema favor resuelvalo,3.1.0,2023-07-01 20:39:09,Negativo
mañana no puedo hacer ningun movimiento dinero llave sale ups sucedio error intente mas tarde desespera reinicie celular desinstale volvi instalar llave desgracia,3.1.0,2023-07-01 21:13:35,Negativo
pues mejoren sistema anda patas molesta quiere utilizar no da funcionar,3.1.0,2023-07-01 21:13:01,Negativo
pasando aplicacion no puedo hacer ningun tipo operacion necesito solucion,3.1.0,2023-07-01 21:12:15,Negativo
pesima actualizacion lenta no entra iniciar mapeo totalmente mala,3.1.0,2023-07-01 20:42:25,Negativo
porqueria aplicacion asco no carga,3.1.0,2023-07-04 14:59:01,Negativo
cuanto va demorar necesito poder viajar destino encuentro lejos solucion x medio favor nunca paso desfachatez no pueden hacer noche actualizaciones,3.1.0,2023-07-01 21:11:38,Negativo
favor traten arreglar mas pronto posible llave no ultima vez arreglaron hora antes cerrara si perjudican personas no tarjeta solo usan dni,3.1.0,2023-07-04 14:06:43,Negativo
app llave reportada quedo inutilizable asi reinstalen quedo inhabilitada no sirve,3.1.0,2023-07-04 14:58:40,Negativo
app utilhacer actualizacion app ahora haciendo desastre no puedo si hacer transferencia sale error error mas error allan favor,3.1.0,2023-07-04 14:07:01,Negativo
van 4 dias ahora no puedo entrar app pesima aplicacion,3.1.0,2023-07-04 14:08:45,Negativo
app falla antes domaba ahora no deja entrar,3.1.0,2023-07-04 14:08:49,Negativo
malo sigue mismos errores sigue fallando no dan solucion ahora,3.1.0,2023-07-04 14:08:50,Negativo
problemas veces congela,3.1.0,2023-07-04 14:58:28,Negativo
pesimo servicio aplicativo no puede ni mapear momentos presenta muchas fallas,3.1.0,2023-07-01 20:40:04,Negativo
anda cayendo cada rato sistema no antes no merece calificar ni 5 doy cero,3.1.0,2023-07-04 14:10:40,Negativo
recien queriendo empezar usar app doy cuenta simplemente no sirve perdi tiempo abriendo cuenta,3.1.0,2023-07-04 14:04:15,Negativo
actualizacion reciente terrible rendimiento no carga aplicacion ende no puedes hacer giros enojado atencion recibida enojada atencion recibida enojada atencion recibida enojada atencion recibida enojada atencion recibida,3.1.0,2023-07-04 15:00:30,Negativo
no abre app frustradono puedo avanzar aplicacion mal servicio,3.1.0,2023-07-04 14:26:38,Negativo
problemas cada rato no ingresa aplicacion aparece vuelve intentarlo problema lleva hora horas,3.1.0,2023-07-04 14:28:51,Negativo
cada vez decepciona aplicacion va varias veces fallando dias mismo problema,3.1.0,2023-07-04 14:33:11,Negativo
no funciona sale error,3.1.0,2023-07-01 20:50:26,Negativo
pesimo servicio mas necesitas empieza dar error hoy necesitaba pagar urgenciaresulta aplicacion da error abrir ocurrio inconveniente intentalo minutos terrible,3.1.0,2023-07-04 14:43:02,Negativo
tarda demasiado abrir no suena alerta depositan,3.1.0,2023-07-01 20:50:04,Negativo
si no va servir no dan baja no perdiendo tiempo,3.1.0,2023-07-04 14:33:35,Negativo
siempre falla,3.1.0,2023-07-01 20:48:46,Negativo
actualizo app cada vez peor tarda cargar nunca abre ni haciendo varios intentos pesimo total,3.1.0,2023-07-01 20:46:10,Negativo
verdad quiero crearme llave malo carga carga sale error pesima verdad mal,3.1.0,2023-07-04 14:35:03,Negativo
siempre mismo odio aplicacion enojado atencion recibida no primera vez traba no deja mapear arta,3.1.0,2023-07-01 20:46:01,Negativo
arreglen aplicacion unico metodo d3 pago ahora ando hospital no puedo pagar solucion no sirve plata queda ahi estres,3.1.0,2023-07-04 14:42:24,Negativo
paso arreglen acostumbre usar aplicativo ahora no puedo pagar ni abrir aplicacion,3.1.0,2023-07-04 14:36:15,Negativo
cayo nuevamente no carga bota aplicacion deberian solucionar problema no puedo hacer uso denigro varios dias,3.1.0,2023-07-04 14:37:15,Negativo
fallando arreglar,3.1.0,2023-07-01 20:44:45,Negativo
pesima llave no puedo ingresar cuenta llave tenia llave abierto land cerro ahorita no puedo ingresar vuelta pesima aplicacion,3.1.0,2023-07-04 14:38:02,Negativo
no puedo entrar ala aplicacion desastre depositos no puedo entrar colera,3.1.0,2023-07-04 14:41:39,Negativo
no funcionando bien no habre aplicacion enojado frustrado hoy jueves 4 julio traves promesa frustrado situacion frustrada situacion frustrada situacion frustrada situacion frustrada situacion frustrada situacion no pasa llave deberian sacarlo eliminar aplicacion,3.1.0,2023-07-04 14:41:03,Negativo
010723 no entra app pesimo servicio apuros confiado app menos deben comunicar,3.1.0,2023-07-01 20:44:15,Negativo
cada inestable frustracion,3.1.0,2023-07-04 14:39:37,Negativo
fallando ocurrio inconveniente intentelo minutos llevo 1 hora nadando seguro usar aplicacion descontento no impresionado descontento no impresionado,3.1.0,2023-07-04 14:40:38,Negativo
desastre,3.1.0,2023-07-01 20:44:02,Negativo
actualizacion solo hizo app vaya mal peor lenta no funciona veces cuelga fatal verdad,3.1.0,2023-07-04 14:40:13,Negativo
no puede abrir llave,3.1.0,2023-07-01 20:51:49,Negativo
falla mas policia peru,3.1.0,2023-07-01 20:51:54,Negativo
huevada aplicacion demora abrir 5   g internet,3.1.0,2023-07-01 20:54:13,Negativo
pesimo servicio actualizacion,3.1.0,2023-07-01 20:55:30,Negativo
no puedo ingresar,3.1.0,2023-07-04 14:29:33,Negativo
problemas no puede ingresar app,3.1.0,2023-07-01 21:06:49,Negativo
llevo dos dias intentando entrar llave sale ups salio mal no puedo entrar,3.1.0,2023-07-04 14:30:17,Negativo
basura aplicacion siempre bloquea,3.1.0,2023-07-01 21:06:17,Negativo
asta huevas llave no sirve no bale enojado atencion recibida enojada atencion recibida,3.1.0,2023-07-01 21:04:53,Negativo
mala mala app pense buena aparece error llevo mas dos horas esperando arregle q pesima experiencia da yacerme decepciono,3.1.0,2023-07-01 21:03:34,Negativo
malo,3.1.0,2023-07-01 21:03:19,Negativo
no puedo entrar llave sale salio mal,3.1.0,2023-07-04 14:30:59,Negativo
pesimo,3.1.0,2023-07-04 14:31:36,Negativo
problema acerca llave hice no revertir dicho pago debido trato estafa si pudiesen ayudarme estaria agradecido,3.1.0,2023-07-01 20:42:32,Negativo
quiero entrar llave sale ups salio mal x mas k actualice no da,3.1.0,2023-07-04 14:28:36,Negativo
no puedo abrir mas demora,3.1.0,2023-07-01 21:02:15,Negativo
cayo no puede usar problemas generan grandes perdidas tiempo dinero usuarios,3.1.0,2023-07-01 21:01:38,Negativo
llave fallando no carga demora no gustando,3.1.0,2023-07-01 21:00:17,Negativo
no quiere abrir aplicacion yale sale error,3.1.0,2023-07-01 20:59:42,Negativo
actualizacion asco ahora pide red ingresar antes actualizacion gratuito cambia ponla antes ahora no deja ingresar internet mal,3.1.0,2023-07-01 20:59:00,Negativo
buenas tardes aplicacion fallando desilusionado situacion quisiera saber restablecer,3.1.0,2023-07-01 20:58:31,Negativo
mala app puso error no carga solo descargue 2 semanas gas favor deben arreglar justo necesita app pagar hacer retiro sale falla ahora desinstalarlo no usarla,3.1.0,2023-07-01 20:43:42,Negativo
actualizacion puso horrible no carga rapido,3.1.0,2023-07-01 20:58:10,Negativo
insatisfecho triste,3.1.0,2023-07-01 20:56:34,Negativo
ahora no dentro aplicacion sale sali mal,3.1.0,2023-07-04 14:32:02,Negativo
lamentable ultimamente presentado error no quiere dejar entrar presentado problema solucionen,3.1.0,2023-07-04 14:46:51,Negativo
no puede ingresar hace semana fallando,3.1.0,2023-07-01 21:01:55,Negativo
llave siempre fallando madrugada ahora mañanas tambien no entra app,3.1.0,2023-07-04 13:58:39,Negativo
terrible hecho apetece,3.1.0,2023-07-04 14:15:34,Negativo
hoy 1 sabado no puedo entrar app sale error actualiza mal servicio depositaron ahi ahora no puedo sacar ahora solo esperar pueda entrar app vez,3.1.0,2023-07-01 20:38:50,Negativo
no entra aplicacion soluciones favor,3.1.0,2023-07-01 21:18:49,Negativo
pesimo no sirve no puedo entrar app actualizacion peor ni actualice ahora ni puede entrar pesimo pesimo,3.1.0,2023-07-01 21:17:25,Negativo
no puedo instalar,3.1.0,2023-07-01 21:19:03,Negativo
no pasa llave quiero ingresar dice ups ocurrio error intenta vez intento,3.1.0,2023-07-01 21:17:32,Negativo
cae cada rato wada,3.1.0,2023-07-01 21:16:51,Negativo
actualizacion no puede recargar numero celular sale error,3.10.1,2023-11-27 16:58:34,Negativo
basura aplicacion sale no internet ni wifi,3.10.1,2023-11-26 01:22:02,Negativo
peor aplicacion mundo no recomiendo nadia estafa,3.10.1,2023-11-26 01:22:00,Negativo
no puede abrir llave pesar actualizado soluciones problema fer,3.10.1,2023-11-26 01:21:09,Negativo
no deja realizar recargas pongo numero momento poner cantidad cierra automaticamente dice debo actualizar aplicacionactualizada no deja realizar ninguna operacion,3.10.1,2023-11-27 15:30:19,Negativo
no abre aplicacion favor ayuda,3.10.1,2023-11-26 01:19:43,Negativo
no sirve cae app,3.10.1,2023-11-26 01:18:53,Negativo
ahora pide actualizar no abre dice no puede instalar,3.10.1,2024-01-12 17:29:32,Negativo
